"TITLE","TIME","CONTENT","TYPE"
"新北都更數比北縣時期多 蘇辦：刻意誤導","2018/11/19 17:51","（中央社記者王鴻國新北19日電）新北市政府表示，自升格後8年內都更案完工29件，是過去包括蘇貞昌台北縣長任內13年完工數的3倍；蘇辦反駁以兩個不同住宅發展背景時期的案件數比較，朱市府是刻意誤導。 市府指出，位於捷運板橋江子翠站附近的危老都更第2案今天開工動土。新北市自升格後8年不到，受理都更案236件，完成程序62件，完工29件；包括蘇貞昌8年縣長任內，從87至99年的台北縣時期，13年內都更案共受理62件，完成程序25件，完工10件。 市府表示，新北市改制後都更完工數，就是過去13年台北縣時期的3倍，蘇貞昌近來在都更議題上，用盡話術誤導民眾，一昧否定市府推動都更的努力，實為選舉語言，與事實完全不符。 民進黨新北市長候選人蘇貞昌競選辦公室發言人黃韋鈞說，對於新北住宅及都市更新政策發展有概念的人，都會知道台北縣的住宅數量在民國65到80年大量完工，蘇貞昌擔任縣長時老屋數量遠遠少於目前。 他表示，以民國89年全國住宅普查統計，當時台北縣超過30年屋齡的住宅為9萬2千餘戶，與現在新北市的老屋數量67萬戶差距甚大。所以用兩個不同住宅發展背景時期的申請更新案件數來比較，朱市府是刻意誤導。 黃韋鈞指出，政府規範都市更新的第一部專法「都市更新條例」於87年底立法通過公布實施，專法配套的行政法令是88年的年中才陸續公布，至此，民間要參與都更才有專法可以依循申請。 黃韋鈞強調，朱市府的發言時空背景錯亂，政策知識不足，既然喜歡比較，就請以都更的申請、核定與完工占當時的老屋數量比例，才是合理比較，若是這3項來比較，蘇貞昌時代都比朱立倫更有效率。（編輯：張銘坤）1071119","政治"
"習近平訪汶萊  中汶建立戰略合作夥伴關係","2018/11/19 17:51","（中央社記者周慧盈北京19日電）新華社今天報導，中國國家主席習近平訪問汶萊期間，兩國元首決定建立戰略合作夥伴關係，並同意進一步深化經貿投資合作，以及重申相互尊重主權和領土完整，互不干涉內政。 習近平昨天開始對汶萊進行國是訪問，並與汶萊蘇丹哈山納包奇亞（Sultan Hassanal Bolkiah）舉行會談，兩國今天發表聯合聲明。 聲明共包括21項內容，包括將兩國關係由戰略合作關係提升為戰略合作夥伴關係。中方願進一步支持汶萊經濟可持續發展，汶萊將繼續支持並共同推進「一帶一路」合作。 聲明並表示，兩國元首同意進一步深化經貿投資合作，進一步推進「廣西－汶萊經濟走廊」建設；雙方對兩國能源合作取得的進展感到滿意，同意將繼續支持兩國有關企業在海上油氣資源領域展開合作。 此外，雙方歡迎中國和東南亞國家協會（ASEAN） 國家加強南海合作。雙方將與其他東協國家一道，全面有效落實「南海各方行為宣言」，推進「南海行為準則」磋商。 另據聲明，兩國元首重申，將相互尊重主權和領土完整，互不干涉內政。習近平「讚賞」汶萊長期堅持「一個中國」政策，「支持兩岸關係和平發展與中國和平統一大業」。 習近平日前出席在巴布亞紐幾內亞舉行的亞太經濟合作會議（APEC）領袖峰會後，於18至21日轉赴汶萊和菲律賓進行國是訪問。菲律賓是他這次為期一週出訪的最後一站。（編輯：張淑伶）1071119","國際"
"90度鞠躬10秒 美濃國小球員向徐生明致敬","2018/11/19 17:51","（中央社記者李晉緯高雄19日電）徐生明少棒賽的「地主」美濃國小，今天以7比15不敵中正國小無緣晉級，賽後全隊到外野列隊，對著印有徐生明照片的大型看板90度鞠躬並維持10秒，向已過世的徐生明致上最高敬意。 第6屆徐生明國際少棒錦標賽今天持續在高雄進行，「地主」高雄市美濃國小與傳統名校高雄市中正國小拉鋸到最後，才因為5上被對手吃下8分大局，以7比15吞敗，無緣持續晉級。 賽後只見美濃國小的小球員們各個面色凝重，一方面對自己「一局爆」的表現感到懊惱，但另一方面也展現風度，和可敬的對手致意。 除此之外，美濃國小的小選手，也列隊繞行球場，逐一向裁判、觀眾、工作人員、球場、和外野印有徐生明照片的大看板逐一鞠躬致意。 美濃國小總教練柯進明表示，這是球隊的傳統，也是教育的一部分，像他就告訴選手，因為球場是選手發揮的舞台，所以大家要心存感激，所以大家才會在賽後，90度鞠躬10秒鐘。 至於這次比賽後，美濃國小也對豎立在外野，印有徐生明照片的大看板鞠躬，柯進明說，「因為我告訴小朋友，是徐爺爺給我們這個環境，所以要有感恩的心」。（編輯：黃于）1071119","運動"
"看南二都選情 馬英九：步步為營防奧步","2018/11/19 17:49","（中央社記者楊思瑞台南19日電）前總統馬英九今天下午到台南市陪同國民黨台南市長候選人高思博進行車隊掃街拜票。他在接受訪問時表示，選前最後階段要步步為營，像高雄就曾發生兩次「奧步」事件，不能輕視。 高思博今天安排了一整天的車隊掃街行程，上午集中在安南區，下午4時至6時由馬英九陪同，從北區的安民里活動中心出發，再到安南區、永康區等地拜票。 馬英九在上車前接受媒體訪問時，被問到對於高雄及台南的選情看法。他說，到了最後階段要步步為營，像高雄曾發生過兩次「奧步」事件，不能掉以輕心，國民黨高雄市長候選人韓國瑜已經有心理準備。 馬英九表示，台南的選情則是要比最後的氣場誰比較強，今天到台南來就是想幫高思博打贏這場戰爭。 他說，人民在地方選舉中關心的不是統獨，而是地方議題、人民生活。韓國瑜不過以半年時間，就把民進黨長期統治的高雄翻轉過來，是因為用精準眼光發現問題，拿出選民聽得懂的政見。台灣選民是很理性的，只要拿出的東西像樣，不會有太強的意識型態。 高思博今天發表選前市政宣言，強調「高思博當巿長，要嚴守行政中立、當一個全台南市民的市長」。公務員不用選邊站，議員、里長、地方社團、企業也不用怕因為意見、黨派跟市長不合，就被市長或市政府封殺。（編輯：吳佳穎）1071119","地方"
"調查：前9月火災共2.1萬次 烹調釀禍逾一成","2018/11/19 18:31","（中央社記者潘姿羽台北19日電）火災事故令人怵目驚心，但多數其實與人為疏忽有關，主計總處最新國情統計通報顯示，今年1至9月火災事故達2.1萬次，遺留火種逾4679次最高，爐火烹調也有2729次。 主計總處引用內政部消防署統計指出，今年1至9月火災事故達2.1萬次，雖然較去年同期減少10%，但造成的死傷人數與去年同期相差無幾。 若進一步觀察今年1至9月火災事故的起火原因，以遺留火種占22.3%最多、其次依序為爐火烹調、電氣因素、敬神掃墓祭祖，4者合計占比達54%。 內政部消防署副署長謝景旭表示，一般家庭比較常發生的情況是爐火烹調引起事故，有時老人家在家煮飯，但電話來了，就會忘記爐火還開著，或是出門買菜忘了關火，以上情形都容易釀成事故，如果瓦斯周邊有易燃物品、油鍋起火，可能讓情勢更為嚴重。 觀察火災類別，前3大比例依序是森林田野、占比34.7%，建築物占比31.9%，以及車輛占4.9%，合計占逾7成，至於發生時段，則以中午12時至下午6時占43%最多。 國情統計通報也指出，今年1至9月因火災事故出動救災人員達42.9萬人次、15.2萬車次，救出人數1254人，但仍造成不少死傷以及財務毀損。 調查顯示，今年1至9月火災死傷人數分別達140人、215人，毀損房屋4114間、毀損車輛1477輛，財物總損失則達新台幣5.3億元。 謝景旭指出，許多火災事故發生原因是因人為疏忽，提醒大家平常還是要小心火燭，以免發生意外。（編輯：李信寬）1071119","社會"
"政見辯論 陳其邁：講清楚如何讓高雄轉型","2018/11/19 17:49","（中央社記者王淑芬高雄19日電）「雙雄對決 世紀首辯」2018高雄市長候選人辯論會今晚登場，民進黨高雄市長候選人陳其邁今天由立委趙天麟陪同搭乘高鐵北上，他表示，將會清楚表達如何讓高雄順利轉型。 三立電視台舉辦的2018高雄市長辯論會晚上8時在三立電視台舉行，將由國民黨高雄市長候選人韓國瑜及陳其邁對決，兩人申論後就進人交叉詰問，各有6個提問機會。 陳其邁下午由趙天麟陪同搭乘高鐵，他顯得精神奕奕，還說有睡飽吃好，不少乘客看到陳其邁現身，紛紛停下來為他加油，也有人喊凍蒜；陳其邁說他以平常心出席辯論會。 他表示，候選人本來就該務實面對高雄的問題，讓人民過好生活，尤其人口老人、少子化及產業結構、空污和農產品銷售等問題都要解決，看那個市長能提出好方法。 媒體關心辯論題庫100道題目將會聚焦在那裡，陳其邁說，都記在腦筋裡，他隨時在思索要解決高雄的問題；至於網路聲量不如韓國瑜，陳其邁說，公共政策的質量比聲量還重要，很好奇對手今天要講什麼，他則會清楚表達如何讓高雄轉型。（編輯：陳清芳）1071119","政治"
"單親媽媽的一封信 林智堅看完直呼感動","2018/11/19 17:42","（中央社記者魯鋼駿新竹市19日電）爭取連任的民進黨新竹市長林智堅，日前在掃街拜票時，收到一名帶著孩子的單親媽媽送上手作信，內容提到她是單親媽媽，認為住在新竹市很幸福，讓林智堅直呼感動。 林智堅競選總部今天發新聞稿指出，每天晚上都會直播，一邊吃宵夜一邊與網友分享所見所聞，還因為吃橘子意外掀起的「橘子」風潮，讓林智堅在掃街拜票時，總收到不少支持者送橘子，甚至在橘子上寫下祝福、打氣等語。 競選團隊指出，日前林智堅在拜票的趕場途中，突然有位媽媽帶著小朋友遞上一封手作信，內容寫道「我是一個單獨撫養2個小孩的媽媽，但我一直不感到孤單，因為我住新竹，我住在幸福城市，我們的市長是林智堅。」讓林智堅相當感動。 「我會繼續努力打造適合孩子成長的兒童城市。」林智堅表示，從這位媽媽信中內容可知，他過去4年的努力已被市民肯定，內心相當感動，直呼「眼淚都快要掉下來」。 林智堅說，很感謝新竹市的爸媽長期對新竹市教育的支持，這幾年他感受到老師、校長、家長會在教育上用心，市府團隊在教育上也投入許多經費，佔總預算近4成，不僅推行新校園運動，還要幫國中小教室裝冷氣，「希望所有家長放心，孩子交給他，他與市府團隊會全力照顧。」（編輯：陳清芳）1071119","地方"
"微風新館加超市拓版圖 明年總營收拚300億","2018/11/19 17:42","（中央社記者朱則瑋台北19日電）微風集團執行常董岡一郎表示，除了南京館週年慶將在22日登場，也開設新的微風超市，加上年底將開幕的微風南山，力拚明年百貨總營收目標達新台幣300億元。 微風集團在台灣有微風廣場、微風南京、微風信義、微風松高等分館，而位在信義區的微風南山店預計12月開幕。隨著各館週年慶進入尾聲，緊接著微風南京週年慶將在22日登場，推出全館滿3000送300等優惠，週年慶業績目標為2.5億元。 業者表示，除了透過週年慶帶動業績，也將在南京館及未來的南山館開設微風超市，布局台灣零售市場；以微風超市南京店來說，將主打年輕、女性上班族客群，透過現做熟食等商品吸引消費者目光。 業者指出，微風超市在微風廣場店面一年營收約6億元，微風超市南京店年營收訂出2億元目標，微風超市南山店則為6.5億元，他們對於民眾消費潛力有信心，相信一定能順利達標。 岡一郎也宣示，微風各分館總年營收目標220億元，明年在微風南山及新的微風超市帶動下，整體營收將力拚300億元大關。（編輯：張均懋）1071119","產經"
"路透：應對貿易戰  中國擬提新一波開放政策","2018/11/19 17:40","（中央社記者翟思嘉上海19日電）中美貿易戰經過幾輪談判與溝通，看不出新的發展，外電引述中方政府人士稱，北京正醞釀「按自己的節奏」，於年底推出新一波擴大開放舉措與政策。 路透引述一位中國政府人士表示，中美雙方一直保持一定層面的接觸與溝通，雖然兩國元首的通話進一步催化更高級別的談判，但據前幾次談判經過及雙方的訴求來看，這場貿易戰停火還需要時間，即便雙方短期內達成協議，也需要時間落實。 這名人士指出，中方對於中美能否如外界期盼的出現轉機、甚至達成協議握手言和，仍然抱持謹慎態度。中方認為無論談判結果如何，中國政府都要按照自己的節奏、選擇最適合自己的方式，將自身實力優勢發揮到最佳狀態。 這名人士透露，中央高層可能會在12月18日官方舉行的紀念改革開放40週年大會期間，宣布中國更大力度的新一輪擴大開放舉措，包括覆蓋範圍更廣地降低關稅等。 另一位部委官員也指出，多個經濟職能相關部委參與制訂的政策措施，將在年底陸續釋放，既為應對中美貿易摩擦帶來的負面影響，更是當下「穩增長」政策的重要舉措之一。 他表示，穩經濟和擴大開放是相輔相成的。中國應對中國經濟成長趨緩，各類政策工具很快將陸續釋放，也希望改變現今市場上對中國經濟的悲觀情緒。 日前，也曾傳出中國將於明年初接受國外保險公司控股中外合資公司的申請，甚至考慮早於之前計劃時間開放外資持股比例不再設限。但官方沒有對此做出回應。（編輯：張淑伶）1071119","兩岸"
"遭控砂石縣長 林姿妙：對手抹黑將請律師提告","2018/11/19 17:39","（中央社記者沈如峰宜蘭縣19日電）民進黨宜蘭縣長候選人陳歐珀陣營今天指控，國民黨候選人林姿妙子女投資的事業破壞山林、開採砂石，並強調若他們有抹黑願退出選舉，但若破壞山林是事實，就請林姿妙退選。 林姿妙回擊，反控陳歐珀自己一手收取政治獻金、一手打壓合法業者，並強調陳歐珀陣營近來散發不實抹黑她的文宣，意圖使人不當選，將請律師提告。 宜蘭綠營近來多次指控，林姿妙子女投資的益興礦業破壞蘇澳白米溪上游的山林，沒有做好水土保持。林姿妙陣營多次強調礦場是合法經營，反控綠營根本是故意抹黑。 陳歐珀陣營今天再度反擊，宜蘭五合一選對會召集人林進財出示文宣，指控林姿妙家族除與益興礦業有關外，還另投資開發建設公司、開挖砂石。 林進財強調，今天所說的都是事實，並代表陳歐珀向林姿妙叫陣，若有任何抹黑、不實指控的話，他們就退出這場選舉；如果林姿妙有這些行為也希望她退選，並呼籲宜蘭縣民不要選出「砂石縣長」。 林姿妙下午親上火線，反控陳歐珀過去以來若要抹黑她的話，都透過幕僚放話，他自己不敢出面，這是不負責任作法。此外，她的子女沒開採砂石，選舉請對手衝著她來，不要胡亂指控。 林姿妙競選總部表示，宜蘭綠營近來散發文宣，汙衊指控林姿妙家族涉及土地開發與土石開發，意圖影響視聽、使人不當選，總部將委請律師對散發不實文宣及開記者會等人提出告訴。（編輯：張銘坤）1071119","地方"
"吳介民：香港無需悲觀  反對運動短空長多","2018/11/19 17:37","（中央社記者張淑伶台北19日電）2014年香港「占領中環」案今天開審。學者吳介民認為，當前香港反對運動或勢力受到打壓，但無須太過悲觀，這些運動發展「短空長多」，只要公民社會元氣還在，長期仍有希望。 2014年台灣與香港都出現大型抗爭運動，分別是3月的太陽花學運和9月起的「占中」運動。這兩者都與中國有關，也都以「公民不服從」（香港稱「公民抗命」）作為運動正義性的訴求。 但從運動者的角度來看，太陽花學運達成目的，擋下了當時正要簽訂的海峽兩岸服務貿易協議，多數參與者被判無罪；占中則面臨挫敗，有關香港人民普選行政長官的訴求沒有獲得中國正面回應，活動發起人和主要領袖面臨起訴或已判刑。 中央研究院社會學研究所副研究員吳介民接受中央社訪問時表示，這兩個運動的命運不同，反映出台港的政治氛圍、國家社會關係以及自我保護能力不同。 他分析，香港主權移交中國的這21年來，官方不斷朝北京意向作出行政裁決。像是取消不同政見者的議員參選人資格、主張港獨的香港民族黨被禁、本土派人士梁天琦罕見被以暴動罪判刑、香港加速與大陸的經濟和制度整合等。 他認為，香港特首權力不斷被縮減，中國政府對香港的控制更加赤裸、直接。 反觀同樣處在中國因素影響下的台灣，吳介民說，台灣已是「事實主權國家」，已經鞏固民主選舉制度，台灣社會也有很強的自我保護能力，這些因素都會影響政治和社會氛圍。 包括占中在內，部分香港民間運動及政治勢力正遭受中國打壓。吳介民卻認為無需太過悲觀，只要香港維持住目前基本的公民社會元氣，還有繼續動員的力量，他認為香港反對運動是「短空長多」，長期來看仍有希望，尤其國際上仍有許多人在關注香港。 他認為，當前無論是美中之間的矛盾、澳洲對中國的防禦等，都顯示全球地緣政治局勢對中國並不利，這是反對運動長期看好的背景；但中國因此也會加大對境內和台灣、香港的打壓，在這種情況下，「港台更要挺住」。 香港占中案今天開審，發起人「占中三子」在內的9人被當局依「串謀公眾妨擾」、「煽惑公眾妨擾」及「煽惑他人煽惑公眾妨擾」等罪名起訴，最高刑罰為監禁7年。9人全都否認控罪。這起審訊預料需要審訊一個月，期間需要傳喚大批證人。（編輯：邱國強）1071119","兩岸"
